ord__Education,onehot__EmploymentType_Full-time,onehot__EmploymentType_Part-time,onehot__EmploymentType_Self-employed,onehot__EmploymentType_Unemployed,onehot__MaritalStatus_Divorced,onehot__MaritalStatus_Married,onehot__MaritalStatus_Single,onehot__HasMortgage_No,onehot__HasMortgage_Yes,onehot__HasDependents_No,onehot__HasDependents_Yes,onehot__LoanPurpose_Auto,onehot__LoanPurpose_Business,onehot__LoanPurpose_Education,onehot__LoanPurpose_Home,onehot__LoanPurpose_Other,onehot__HasCoSigner_No,onehot__HasCoSigner_Yes,std__Age,std__Income,std__LoanAmount,std__CreditScore,std__MonthsEmployed,std__NumCreditLines,std__InterestRate,std__LoanTerm,std__DTIRatio,Target
3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.1220389398316342,-0.25226990697976753,-1.7060432307089397,-1.5321836394479562,-0.8421541926233699,-1.332893813530409,1.6381609523847223,-0.0031539873979524297,0.6518972965193354,0
1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.6911896655261051,0.24262618113506243,-0.015967080112342356,-0.19582611688428198,-0.08934112156527924,-1.332893813530409,-0.3686082199517659,-1.4035243920887766,-1.1760643535174657,0
2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.1891955548448838,1.2080625342673212,-1.069331150102777,-0.1576444733824627,1.3873306716640523,1.3717382484193599,-1.1398608784985698,-0.7033391897433645,0.04257674650706834,0
2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.9598161255791035,-1.6849160315743827,1.4365534835961504,0.6568972546563483,0.05543062286896896,-0.431349792880486,1.134578334157103,-0.0031539873979524297,0.04257674650706834,0
2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.8926595105658539,1.0518598441729252,-0.20126156480910046,0.3132624631399749,-0.9290172392839188,0.47019422776943687,0.2816636294112258,-0.7033391897433645,-1.2195872499469134,0
3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.4578220148978822,0.93773323677811,0.0031483688562984184,-0.5203700866497457,0.6055632517191121,0.47019422776943687,1.4975207617085404,-0.0031539873979524297,0.3472370215132016,0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.7583462805393547,-0.7965386552774291,0.6528623355332464,-0.2976438328891334,0.02647627398211932,-0.431349792880486,0.3482030744623225,1.3972164172928716,1.2612178465316024,0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.28824997544660746,-1.100274582777063,-1.0881789546127558,-0.8321868419146031,-0.8131998437365202,-0.431349792880486,-0.7103790058960359,-1.4035243920887766,-1.3936788356647039,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.1539367454201083,0.02683053765829901,-0.6418888630692945,0.465989037147252,-1.073788983718167,-1.332893813530409,1.6729429350250684,-0.0031539873979524297,-0.0009461499223793394,0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.28824997544660746,1.6047217743149724,0.7121103667507137,1.5414386624484946,1.4452393694377517,1.3717382484193599,-0.24309063042356052,-0.0031539873979524297,-1.6983391106708374,0
2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.026972740592353,-1.1768250873138837,-0.4845984406788429,0.5614431459018001,1.2715132761166537,1.3717382484193599,1.2903411259812616,-0.7033391897433645,0.04257674650706834,0
2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.9205690947918853,1.6310860629913866,-1.71991848290799,-1.4112751016921954,-1.710784659228859,-1.332893813530409,0.7504642649984987,-0.0031539873979524297,-1.1760643535174657,1
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.24900294465938932,-1.4888745368937368,0.17931476885764072,-0.6730966606570228,-0.2630672148863771,0.47019422776943687,0.2332713057377008,-1.4035243920887766,-0.21856063206961748,0
2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.9598161255791035,1.6281623472751017,-1.6566698713610504,-1.1694580261806733,0.25811106507691645,0.47019422776943687,0.9682297215293612,0.6970312149474597,1.391786535819945,0
3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.7190992497521366,-0.8236402287866456,1.3590915426392192,0.9050779374181736,-1.2764694259261145,0.47019422776943687,1.4007361143614905,-0.0031539873979524297,-1.480724628523599,1
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.026972740592353,-0.969622625681506,0.5529746062505406,-1.583092497450382,-0.32097591266007636,1.3717382484193599,1.3992238542466924,1.3972164172928716,-0.6102666999346463,0
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.1612859706188523,1.1426221494523838,1.1832209601974506,-1.7358190714576591,-1.1896063792655656,-0.431349792880486,1.27824304506288,1.3972164172928716,-1.3501559392352562,1
2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.4578220148978822,-1.0185122371807775,-1.0190703380761665,-1.5003656031964403,1.3583763227772028,0.47019422776943687,1.6880655361730446,-0.0031539873979524297,-1.1325414570880181,0
3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.3906653998846326,0.2585922113074714,-0.8067719361554702,0.2814444268884589,-0.8131998437365202,1.3717382484193599,1.6396732124995195,-0.7033391897433645,-0.6537895963640941,0
3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.6240330505128555,-0.5305059487104107,0.3543965044738796,-0.9721862014212738,-0.34993026154692597,0.47019422776943687,1.5912808888259946,1.3972164172928716,1.0000804679549162,0
1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.6911896655261051,0.09206753355384271,0.3629893002519716,0.020536529626027204,0.5187002050585632,-1.332893813530409,-0.6468640810745343,-0.0031539873979524297,-1.2195872499469134,0
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.7862558647653861,-0.15982964311531042,1.593618521179308,-1.5385472466982595,1.647919811645699,-1.332893813530409,0.8790063747562996,-0.0031539873979524297,1.2612178465316024,0
2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-1.2955992006453514,0.03117797581034031,-1.673024356440337,-0.8194596274139967,-1.1606520303787158,1.3717382484193599,0.6536796176514488,1.3972164172928716,-1.2195872499469134,0
0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.7862558647653861,-0.8042420105994671,-0.07583491954986872,-1.6467285699534142,-0.46574765709432453,-0.431349792880486,-1.0098065086259713,0.6970312149474597,1.4353094322493927,0
3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.28824997544660746,1.113740922898472,0.7020666562756651,-1.074003917426125,-1.5949672636814605,1.3717382484193599,-0.24460289053835815,0.6970312149474597,1.174172053672707,1
2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.659291859937631,-1.353671752726745,0.6160119195406419,0.9941684389224185,0.11333932064266823,0.47019422776943687,1.296390166440452,0.6970312149474597,-0.21856063206961748,0
3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.2955992006453514,0.34393928660807166,0.4523825494450404,0.07144538762845289,-1.6528759614551598,0.47019422776943687,-0.394316641903326,1.3972164172928716,0.1731454357954114,0
1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.5921352449243813,-0.7013780646160807,-1.3880816138186232,-0.2658257966376173,-1.305423774812964,-0.431349792880486,1.5746460275632204,-0.7033391897433645,-0.04446904635182702,1
3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.026972740592353,-1.2283079075354253,0.5408601728584764,-0.3294618691406494,-0.7552911459628209,-1.332893813530409,0.16521960057180643,-1.4035243920887766,-0.7408353892229892,0
3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-0.8255028955526043,0.8879029515266426,1.250047555560186,-0.31037104738973975,-0.7263367970759713,-1.332893813530409,-0.6967686648628569,-0.0031539873979524297,0.6083744000898877,0
3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.18184632964613973,1.6849078557859565,1.0219440440279826,1.579620305950314,-0.5526107037548734,-1.332893813530409,1.2812675652924759,0.6970312149474597,-1.3066330428058086,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.987725709805135,1.681475667771187,-0.017756072020240203,1.3887120884412176,1.4162850205509019,0.47019422776943687,-1.3379669535370624,-1.4035243920887766,0.1731454357954114,0
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.6911896655261051,-0.6832001799452647,-0.9039127880992777,-0.11309922263034024,-0.2630672148863771,-0.431349792880486,-1.2487436067640008,-0.0031539873979524297,1.522355225108288,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.42256320547310666,-0.14955850268592633,0.06126947603729461,-1.6912738207055367,-0.986925937057618,-1.332893813530409,0.7383661840801178,-0.7033391897433645,1.7399697072555265,0
3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-0.2210933604333579,-0.6981238419057807,-0.804884338394381,-0.6667330534067196,-0.668428099302272,0.47019422776943687,-0.21133316801280963,-1.4035243920887766,1.391786535819945,0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.7862558647653861,1.0927155933561437,-1.5948440014101555,1.280530765186063,-0.8421541926233699,-0.431349792880486,1.1270170335831144,0.6970312149474597,0.1296225393659637,0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.8255028955526043,1.1950456434261216,0.014361263019185711,-0.921277343418848,0.05543062286896896,-0.431349792880486,-0.4472457459212439,-0.0031539873979524297,1.4788323286788403,0
3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.11468971463289011,-0.9325804187369202,-0.6444526152522663,1.3250760159381856,-0.002478074904730317,1.3717382484193599,-0.8192617341614667,1.3972164172928716,1.4788323286788403,0
3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.9598161255791035,1.2950367209230715,-0.07625751606354539,1.6178019494521332,-0.7552911459628209,-1.332893813530409,0.7746604268352613,-0.0031539873979524297,-0.7408353892229892,0
2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.0941293556056026,1.6830773555114127,-1.523861873662933,0.026900136876330413,1.5031480672114508,0.47019422776943687,0.17429316126059216,-1.4035243920887766,1.6964468108260786,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.8926595105658539,0.38436283433757845,1.5995066992698692,-0.5967333736533843,-0.986925937057618,-0.431349792880486,0.15765829999781805,-1.4035243920887766,0.6083744000898877,1
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.4299124306718507,0.047703325511082084,0.0366602723908573,1.6941652364557718,0.6055632517191121,-0.431349792880486,0.8079301493608094,-0.0031539873979524297,-1.3936788356647039,0
2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.9205690947918853,-0.8899704401239307,1.0291704444118532,-1.4176387089424984,0.4028828095111646,1.3717382484193599,-1.221522924697643,-1.4035243920887766,-0.30560642492851287,0
3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.026972740592353,-0.5586753140464443,0.848961204429671,-1.551274461198866,1.7058285094193983,-0.431349792880486,0.6309957159294841,1.3972164172928716,1.0000804679549162,1
2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.11468971463289011,-0.08452489570977637,1.05662513125038,0.3514441066417942,-0.9000628903970691,1.3717382484193599,-0.1841124859464519,0.6970312149474597,1.5658781215377358,0
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.323508784871383,0.04643214476487118,-0.08869594011609498,0.12235424563087859,0.7213806472665106,1.3717382484193599,-0.7073544856664405,-1.4035243920887766,0.434282814372097,0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.24900294465938932,-1.485137265499877,-1.4041121082374244,-0.3867343343933783,1.3004676250035034,0.47019422776943687,-0.22948028939038165,-0.0031539873979524297,0.47780571080154466,0
3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-0.9598161255791035,-0.5727345730995369,-0.5924450709691257,0.3641713211424006,-0.986925937057618,0.47019422776943687,-1.3954328378993734,1.3972164172928716,0.8695117786665733,0
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.4504727896991381,0.9684703872214898,0.39831836879534016,0.001445707875117569,0.8661523917007589,-0.431349792880486,1.2268262011597597,1.3972164172928716,-0.8714040785113322,0
3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.5921352449243813,0.1354147969996346,0.5479175346368766,-0.2085533313848884,-0.2920215637732267,-1.332893813530409,1.0604775885320181,-0.7033391897433645,0.3472370215132016,0
2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.228442585632102,-1.1995792226710589,-1.3244808385102864,-0.8067324129133903,1.242558927229804,1.3717382484193599,1.554986646070851,-0.0031539873979524297,-0.47969801064630335,0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.5642256606983498,0.25625323873444333,-0.018784390203520067,-1.252184920434615,0.692426298379661,1.3717382484193599,1.231362981504153,-1.4035243920887766,-0.9149269749407799,1
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0548823248183845,-0.11694000473815447,-0.8378327799107044,-0.8767320926667256,-1.0158802859444676,0.47019422776943687,-0.2914829540970855,-0.0031539873979524297,0.7824659858076785,1
2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.323508784871383,-1.1083592923229644,-0.5973753636286867,1.3887120884412176,-0.9290172392839188,-1.332893813530409,-1.3984573581289688,1.3972164172928716,0.2601912286543067,0
2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.3833161746858885,-0.16796519989106024,-0.9453695060909576,0.1796267108836075,0.692426298379661,0.47019422776943687,1.5171801432009098,1.3972164172928716,-1.5677704213824943,0
3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.9205690947918853,-1.0807492465152635,1.4424275751362559,-0.8640048781661192,-0.668428099302272,-0.431349792880486,1.5973299292851857,-0.0031539873979524297,1.391786535819945,0
2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-0.42256320547310666,-1.4591797546622503,-1.2521745750202105,0.026900136876330413,-1.1316976814918662,0.47019422776943687,-0.7602835896843585,-0.7033391897433645,0.6083744000898877,0
2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.18184632964613973,-1.2766890467362124,1.1754029246944324,0.9305323664193864,-1.1606520303787158,-1.332893813530409,0.5432846292712199,-0.0031539873979524297,1.0000804679549162,0
1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.1891955548448838,1.5232899357127019,1.2312420107015747,0.5996247894036194,0.7503349961533603,1.3717382484193599,-1.080882734021461,0.6970312149474597,-0.21856063206961748,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.8255028955526043,-0.8478689338094254,-1.2541466920840347,0.6632608619066516,-0.40783895932062525,0.47019422776943687,-0.1584040639948918,1.3972164172928716,-0.8278811820818845,0
2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.9598161255791035,0.22902454715060572,1.3171136222806714,-0.036735935626701695,-1.5370585659077611,-0.431349792880486,0.7943198083276306,-0.0031539873979524297,-0.5667438035051987,0
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-1.4970690456851004,1.4008243826227431,1.3141695332353907,1.1405314056793923,0.25811106507691645,-1.332893813530409,1.3871257733283116,1.3972164172928716,-0.3926522177874082,1
3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.08678013040685868,-0.7416490706560421,0.5575809082496161,-1.074003917426125,-0.23411286599952744,-0.431349792880486,1.4098096750502762,1.3972164172928716,-1.3501559392352562,0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.4299124306718507,-1.144816756124293,1.506634072114196,-0.8385504491649063,-0.9290172392839188,0.47019422776943687,0.42381608020220524,-1.4035243920887766,-1.263110146376361,0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.28824997544660746,-1.6937126023381623,1.0016312382705912,1.458711768194553,1.734782858306248,-0.431349792880486,1.7077249176654146,1.3972164172928716,1.2176949501021548,1
